1 	 18106.352126 	 0.199377 	 3637.335789
2 	 620.019405 	 0.371941 	 3644.557089
3 	 259.517163 	 0.351281 	 3659.583947
4 	 148.907624 	 0.365564 	 3651.352628
5 	 101.329423 	 0.351315 	 3663.397549
6 	 70.861399 	 0.366593 	 3655.918719
7 	 53.806773 	 0.352367 	 3664.329101
8 	 40.296128 	 0.367778 	 3658.755141
9 	 32.058913 	 0.353507 	 3664.534747
10 	 24.834563 	 0.369055 	 3660.554769
11 	 20.279645 	 0.354691 	 3664.534888
12 	 16.038141 	 0.370319 	 3661.718121
13 	 13.323129 	 0.355813 	 3664.480268
14 	 10.688208 	 0.371480 	 3662.482914
15 	 8.989055 	 0.356822 	 3664.417588
16 	 7.287819 	 0.372509 	 3662.993511
17 	 6.186830 	 0.357707 	 3664.361056
18 	 5.056973 	 0.373407 	 3663.339191
19 	 4.324685 	 0.358478 	 3664.314090
20 	 3.557926 	 0.374189 	 3663.576155
21 	 3.060847 	 0.359150 	 3664.276489
22 	 2.531554 	 0.374872 	 3663.740400
23 	 2.188584 	 0.359737 	 3664.246956
24 	 1.818137 	 0.375470 	 3663.855366
25 	 1.578313 	 0.360252 	 3664.224003
26 	 1.316067 	 0.375995 	 3663.936542
27 	 1.146487 	 0.360706 	 3664.206274
28 	 0.959053 	 0.376460 	 3663.994307
29 	 0.838004 	 0.361108 	 3664.192629
30 	 0.702942 	 0.376872 	 3664.035699
31 	 0.615834 	 0.361465 	 3664.182148
32 	 0.517826 	 0.377238 	 3664.065543
33 	 0.454701 	 0.361783 	 3664.174108
34 	 0.383146 	 0.377566 	 3664.087182
35 	 0.337121 	 0.362068 	 3664.167943
36 	 0.284602 	 0.377860 	 3664.102951
37 	 0.250864 	 0.362324 	 3664.163218
38 	 0.212135 	 0.378125 	 3664.114495
39 	 0.187288 	 0.362555 	 3664.159595
40 	 0.158609 	 0.378364 	 3664.122981
41 	 0.140232 	 0.362764 	 3664.156818
42 	 0.118917 	 0.378580 	 3664.129242
43 	 0.105275 	 0.362954 	 3664.154688
44 	 0.089381 	 0.378778 	 3664.133877
45 	 0.079220 	 0.363127 	 3664.153054
46 	 0.067333 	 0.378958 	 3664.137320
47 	 0.059741 	 0.363286 	 3664.151799
48 	 0.050828 	 0.379123 	 3664.139884
49 	 0.045141 	 0.363431 	 3664.150836
50 	 0.038440 	 0.379275 	 3664.141798
51 	 0.034170 	 0.363565 	 3664.150097
52 	 0.029122 	 0.379415 	 3664.143231
53 	 0.025908 	 0.363689 	 3664.149528
54 	 0.022097 	 0.379545 	 3664.144306
55 	 0.019673 	 0.363804 	 3664.149091
56 	 0.016792 	 0.379666 	 3664.145114
57 	 0.014960 	 0.363911 	 3664.148755
58 	 0.012777 	 0.379778 	 3664.145723
59 	 0.011391 	 0.364010 	 3664.148496
60 	 0.009735 	 0.379882 	 3664.146182
61 	 0.008684 	 0.364103 	 3664.148297
62 	 0.007425 	 0.379980 	 3664.146529
63 	 0.006627 	 0.364190 	 3664.148144
64 	 0.005670 	 0.380072 	 3664.146792
65 	 0.005063 	 0.364271 	 3664.148026
66 	 0.004334 	 0.380158 	 3664.146991
67 	 0.003872 	 0.364348 	 3664.147935
68 	 0.003316 	 0.380239 	 3664.147142
69 	 0.002964 	 0.364420 	 3664.147865
70 	 0.002539 	 0.380315 	 3664.147256
71 	 0.002271 	 0.364488 	 3664.147810
72 	 0.001946 	 0.380387 	 3664.147344
73 	 0.001741 	 0.364552 	 3664.147769
74 	 0.001493 	 0.380455 	 3664.147410
75 	 0.001336 	 0.364613 	 3664.147736
76 	 0.001146 	 0.380519 	 3664.147461
77 	 0.001026 	 0.364671 	 3664.147711
78 	 0.000880 	 0.380580 	 3664.147500
79 	 0.000788 	 0.364725 	 3664.147692
80 	 0.000677 	 0.380638 	 3664.147529
81 	 0.000606 	 0.364777 	 3664.147677
82 	 0.000521 	 0.380693 	 3664.147552
83 	 0.000466 	 0.364826 	 3664.147666
84 	 0.000401 	 0.380745 	 3664.147569
85 	 0.000359 	 0.364873 	 3664.147657
86 	 0.000309 	 0.380795 	 3664.147582
87 	 0.000277 	 0.364918 	 3664.147650
88 	 0.000238 	 0.380843 	 3664.147593
89 	 0.000213 	 0.364960 	 3664.147645
90 	 0.000183 	 0.380888 	 3664.147600
91 	 0.000164 	 0.365001 	 3664.147640
92 	 0.000141 	 0.380931 	 3664.147606
93 	 0.000127 	 0.365039 	 3664.147637
94 	 0.000109 	 0.380972 	 3664.147611
95 	 0.000098 	 0.365076 	 3664.147635
96 	 0.000084 	 0.381011 	 3664.147614
97 	 0.000076 	 0.365111 	 3664.147633
98 	 0.000065 	 0.381049 	 3664.147617
99 	 0.000058 	 0.365145 	 3664.147631
100 	 0.000050 	 0.381084 	 3664.147619
101 	 0.000045 	 0.365177 	 3664.147630
102 	 0.000039 	 0.381119 	 3664.147621
103 	 0.000035 	 0.365208 	 3664.147629
104 	 0.000030 	 0.381152 	 3664.147622
105 	 0.000027 	 0.365238 	 3664.147629
106 	 0.000023 	 0.381183 	 3664.147623
107 	 0.000021 	 0.365266 	 3664.147628
108 	 0.000018 	 0.381213 	 3664.147624
109 	 0.000016 	 0.365293 	 3664.147628
110 	 0.000014 	 0.381242 	 3664.147624
111 	 0.000013 	 0.365319 	 3664.147627
112 	 0.000011 	 0.381270 	 3664.147625
113 	 0.000010 	 0.365344 	 3664.147627
114 	 0.000008 	 0.381297 	 3664.147625
115 	 0.000008 	 0.365368 	 3664.147627
116 	 0.000006 	 0.381323 	 3664.147625
117 	 0.000006 	 0.365391 	 3664.147627
118 	 0.000005 	 0.381347 	 3664.147626
119 	 0.000005 	 0.365413 	 3664.147627
120 	 0.000004 	 0.381371 	 3664.147626
121 	 0.000003 	 0.365435 	 3664.147627
122 	 0.000003 	 0.381394 	 3664.147626
123 	 0.000003 	 0.365455 	 3664.147626
124 	 0.000002 	 0.381416 	 3664.147626
125 	 0.000002 	 0.365475 	 3664.147626
126 	 0.000002 	 0.381437 	 3664.147626
127 	 0.000002 	 0.365494 	 3664.147626
128 	 0.000001 	 0.381457 	 3664.147626
129 	 0.000001 	 0.365512 	 3664.147626
130 	 0.000001 	 0.381477 	 3664.147626
131 	 0.000001 	 0.365530 	 3664.147626
132 	 0.000001 	 0.381496 	 3664.147626
133 	 0.000001 	 0.365547 	 3664.147626
134 	 0.000001 	 0.381514 	 3664.147626
135 	 0.000001 	 0.365564 	 3664.147626
136 	 0.000001 	 0.381532 	 3664.147626
137 	 0.000000 	 0.365579 	 3664.147626
138 	 0.000000 	 0.381550 	 3664.147626
139 	 0.000000 	 0.365594 	 3664.147626
140 	 0.000000 	 0.381566 	 3664.147626
141 	 0.000000 	 0.365610 	 3664.147626
142 	 0.000000 	 0.381581 	 3664.147626
143 	 0.000000 	 0.365624 	 3664.147626
144 	 0.000000 	 0.381598 	 3664.147626
145 	 0.000000 	 0.365637 	 3664.147626
146 	 0.000000 	 0.381612 	 3664.147626
147 	 0.000000 	 0.365650 	 3664.147626
148 	 0.000000 	 0.381628 	 3664.147626
149 	 0.000000 	 0.365664 	 3664.147626
150 	 0.000000 	 0.381639 	 3664.147626
151 	 0.000000 	 0.365677 	 3664.147626
152 	 0.000000 	 0.381655 	 3664.147626
153 	 0.000000 	 0.365688 	 3664.147626
154 	 0.000000 	 0.381665 	 3664.147626
155 	 0.000000 	 0.365704 	 3664.147626
156 	 0.000000 	 0.381671 	 3664.147626
157 	 0.000000 	 0.365718 	 3664.147626
158 	 0.000000 	 0.381685 	 3664.147626
159 	 0.000000 	 0.365727 	 3664.147626
160 	 0.000000 	 0.381694 	 3664.147626
161 	 0.000000 	 0.365747 	 3664.147626
162 	 0.000000 	 0.381695 	 3664.147626
163 	 0.000000 	 0.365760 	 3664.147626
164 	 0.000000 	 0.381699 	 3664.147626
165 	 0.000000 	 0.365781 	 3664.147626
166 	 0.000000 	 0.381711 	 3664.147626
167 	 0.000000 	 0.365776 	 3664.147626
168 	 0.000000 	 0.381736 	 3664.147626
169 	 0.000000 	 0.365799 	 3664.147626
170 	 0.000000 	 0.381729 	 3664.147626
171 	 0.000000 	 0.365803 	 3664.147626
172 	 0.000000 	 0.381748 	 3664.147626
173 	 0.000000 	 0.365839 	 3664.147626
174 	 0.000000 	 0.381716 	 3664.147626
175 	 0.000000 	 0.365855 	 3664.147626
176 	 0.000000 	 0.381718 	 3664.147626
177 	 0.000000 	 0.365895 	 3664.147626
178 	 0.000000 	 0.381741 	 3664.147626
179 	 0.000000 	 0.365933 	 3664.147626
180 	 0.000000 	 0.381684 	 3664.147626
181 	 0.000000 	 0.365975 	 3664.147626
182 	 0.000000 	 0.381588 	 3664.147626
183 	 0.000000 	 0.366043 	 3664.147626
184 	 0.000000 	 0.381686 	 3664.147626
185 	 0.000000 	 0.366026 	 3664.147626
186 	 0.000000 	 0.381543 	 3664.147626
187 	 0.000000 	 0.366066 	 3664.147626
188 	 0.000000 	 0.381640 	 3664.147626
189 	 0.000000 	 0.366041 	 3664.147626
190 	 0.000000 	 0.381658 	 3664.147626
191 	 0.000000 	 0.366147 	 3664.147626
192 	 0.000000 	 0.381757 	 3664.147626
193 	 0.000000 	 0.366043 	 3664.147626
194 	 0.000000 	 0.381584 	 3664.147626
195 	 0.000000 	 0.366133 	 3664.147626
196 	 0.000000 	 0.381225 	 3664.147626
197 	 0.000000 	 0.365999 	 3664.147626
198 	 0.000000 	 0.381532 	 3664.147626
199 	 0.000000 	 0.365940 	 3664.147626
200 	 0.000000 	 0.380873 	 3664.147626
201 	 0.000000 	 0.365667 	 3664.147626
202 	 0.000000 	 0.381335 	 3664.147626
203 	 0.000000 	 0.368319 	 3664.147626
204 	 0.000000 	 0.379828 	 3664.147626
205 	 0.000000 	 0.365517 	 3664.147626
206 	 0.000000 	 0.382984 	 3664.147626
207 	 0.000000 	 0.366137 	 3664.147626
208 	 0.000000 	 0.380095 	 3664.147626
209 	 0.000000 	 0.369579 	 3664.147626
210 	 0.000000 	 0.380217 	 3664.147626
211 	 0.000000 	 0.367539 	 3664.147626
212 	 0.000000 	 0.379868 	 3664.147626
213 	 0.000000 	 0.366557 	 3664.147626
214 	 0.000000 	 0.388303 	 3664.147626
215 	 0.000000 	 0.357676 	 3664.147626
216 	 0.000000 	 0.399163 	 3664.147626
217 	 0.000000 	 0.351664 	 3664.147626
218 	 0.000000 	 0.408176 	 3664.147626
219 	 0.000000 	 0.341972 	 3664.147626
220 	 0.000000 	 0.415938 	 3664.147626
221 	 0.000000 	 0.335564 	 3664.147626
222 	 0.000000 	 0.422974 	 3664.147626
223 	 0.000000 	 0.336092 	 3664.147626
224 	 0.000000 	 0.416209 	 3664.147626
225 	 0.000000 	 0.343287 	 3664.147626
226 	 0.000000 	 0.407042 	 3664.147626
227 	 0.000000 	 0.341894 	 3664.147626
228 	 0.000000 	 0.434969 	 3664.147626
229 	 0.000000 	 0.353567 	 3664.147626
230 	 0.000000 	 0.395310 	 3664.147626
231 	 0.000000 	 0.332659 	 3664.147626
232 	 0.000000 	 0.403294 	 3664.147626
233 	 0.000000 	 0.324065 	 3664.147626
234 	 0.000000 	 0.367477 	 3664.147626
235 	 0.000000 	 0.463765 	 3664.147626
236 	 0.000000 	 0.320935 	 3664.147626
237 	 0.000000 	 0.432789 	 3664.147626
238 	 0.000000 	 0.369511 	 3664.147626
239 	 0.000000 	 0.473572 	 3664.147626
240 	 0.000000 	 0.328539 	 3664.147626
241 	 0.000000 	 0.406366 	 3664.147626
242 	 0.000000 	 0.362179 	 3664.147626
243 	 0.000000 	 0.447284 	 3664.147626
244 	 0.000000 	 0.344912 	 3664.147626
245 	 0.000000 	 0.440028 	 3664.147626
246 	 0.000000 	 0.338915 	 3664.147626
247 	 0.000000 	 0.415916 	 3664.147626
248 	 0.000000 	 0.363253 	 3664.147626
